,word,score,frequency,feature_proportion,eojeol_proportion,josa_variety,unique_josa_proportion
0,전기,0.8712155647058825,1028,0.10480887792848335,0.21108949416342412,7,0.6363636363636364
1,수요자,0.8268948611111111,176,0.23529411764705882,0.13068181818181818,8,0.8
2,참여형,0.999725,8,1.0,0.75,1,1.0
3,화학공장,0.9998136666666667,4,1.0,0.25,2,1.0
4,181명,0.9995090000000001,5,1.0,0.0,2,1.0
5,디지털미디어본부,0.0,30,0.0,1.0,0,0.0
6,광고계에서,0.505755,10,1.0,0.9,1,1.0
7,수혜지,0.99883,10,0.7777777777777778,0.1,1,1.0
8,식수,0.9992800000000001,25,0.6666666666666666,0.4,4,1.0
9,최고위,0.6664713333333333,130,0.02459016393442623,0.06153846153846154,1,0.5
10,공산주의자,0.9788633333333333,3,1.0,0.0,3,1.0
11,치유마을,0.599511,8,1.0,0.375,1,0.5
12,좌익,0.999819,14,0.2857142857142857,0.5,2,1.0
13,공인중개소,0.999707,7,1.0,0.8571428571428571,1,1.0
14,곡소리,0.9889381666666668,6,1.0,0.0,4,1.0
15,호텔리어,0.999736,5,1.0,0.6,2,1.0
16,목욕,0.6597758947368421,60,0.34545454545454546,0.08333333333333333,4,1.0
17,자부,0.6980238235294118,139,0.1223021582733813,0.0,7,0.875
18,대양,0.6995574,12,0.5555555555555556,0.25,4,0.8
19,과천향교,0.999605,3,1.0,0.6666666666666666,1,1.0
20,국가채무,0.6650407333333334,26,0.7894736842105263,0.2692307692307692,2,0.6666666666666666
21,본선작,0.999185,6,1.0,0.8333333333333334,1,1.0
22,김아,0.706968,108,0.018518518518518517,0.0,1,1.0
23,애환,0.6583745862068965,31,0.9354838709677419,0.0,5,1.0
24,주요기관으로,1.0,3,1.0,0.0,1,1.0
25,갈칫값,0.9991850000000001,6,1.0,0.0,1,1.0
26,타이완,0.505755,24,0.05,0.16666666666666666,1,1.0
27,28,0.28784225,1124,0.024968789013732832,0.2873665480427046,2,0.3333333333333333
28,대한제국,0.9056447027027027,77,0.925,0.4805194805194805,5,0.7142857142857143
29,보수단체,0.9687735000000001,4,1.0,0.0,3,1.0
30,유채,0.995013125,73,0.23880597014925373,0.0821917808219178,2,1.0
31,군사표준,0.0,22,0.0,1.0,0,0.0
32,거울연못,0.9997070000000001,50,1.0,0.0,1,1.0
33,문정,1.0,49,0.047619047619047616,0.14285714285714285,1,1.0
34,한도,0.8592626620689655,222,0.8841463414634146,0.26126126126126126,8,0.6666666666666666
35,견본,0.7519545,103,0.019801980198019802,0.019417475728155338,2,1.0
36,포천고속도로,0.9990226666666667,3,1.0,0.0,2,1.0
37,씨에스윈드,0.93776,4,1.0,0.75,1,1.0
38,친문계,0.9984276666666667,11,1.0,0.45454545454545453,3,1.0
39,동서횡단철도,0.504724,3,1.0,0.6666666666666666,1,1.0
40,612,0.951425,30,0.037037037037037035,0.1,1,1.0
41,236억원,0.9995906666666666,3,1.0,0.0,3,1.0
42,노인,0.7750495166666667,377,0.43636363636363634,0.27055702917771884,15,0.8823529411764706
43,학생인권,0.7523185,29,0.08,0.13793103448275862,2,1.0
44,3000명,0.842141409090909,41,1.0,0.4634146341463415,6,1.0
45,시옹오,0.872835125,55,1.0,0.5636363636363636,3,0.75
46,스타투데,0.999185,198,1.0,0.0,1,1.0
47,2026년,0.999772,7,1.0,0.8571428571428571,1,1.0
48,상주인력,0.6036161999999999,5,1.0,0.0,2,1.0
49,강원지역,0.999867,30,0.3333333333333333,0.8,1,1.0
50,50개사,0.999736,3,1.0,0.3333333333333333,2,1.0
51,옥정지구,0.5998294000000001,22,1.0,0.7727272727272727,2,0.6666666666666666
52,속앓이,0.8349883333333333,3,1.0,0.0,2,1.0
53,모으기,0.6363075294117647,48,1.0,0.2916666666666667,6,1.0
54,평야,0.7872768000000001,12,1.0,0.5833333333333334,4,0.8
55,겸손,0.9913988857142856,40,0.875,0.0,5,1.0
56,학습권,0.999971,5,1.0,0.4,2,1.0
57,이병헌,0.999913,11,1.0,0.8181818181818182,1,1.0
58,물러나기,0.8172245454545455,11,1.0,0.0,1,0.5
59,고층건물,0.999549,4,1.0,0.5,2,1.0
60,초콜릿,0.8193030454545455,46,1.0,0.5217391304347826,4,0.8
61,병마,0.968295,4,0.5,0.0,2,1.0
62,유가증권시장,0.9997274848484847,42,0.9166666666666666,0.14285714285714285,4,1.0
63,성시경,0.7140053571428571,17,0.9333333333333333,0.11764705882352941,3,0.75
64,냉동공간,0.7998176,10,1.0,0.0,1,0.5
65,나이스데,0.9256686666666667,6,1.0,0.0,2,1.0
66,슈퍼모델,1.0,4,1.0,0.75,1,1.0
67,나흘간,0.999867,60,1.0,0.9833333333333333,1,1.0
68,표시방법,0.504724,4,1.0,0.5,1,1.0
69,외식,0.504724,88,0.0625,0.45454545454545453,1,1.0
70,민심이반,0.9991850000000001,5,1.0,0.4,1,1.0
71,엄포,0.9378743749999999,8,1.0,0.0,3,1.0
72,안타,0.3330725,438,0.0136986301369863,0.0,2,0.5
73,선보,0.4901057570621469,2645,0.6022684310018903,0.0,19,0.6551724137931034
74,신기,0.9950615636363636,208,0.2644230769230769,0.0,13,1.0
75,융합인재,0.8349883333333333,4,1.0,0.25,2,1.0
76,18회분,0.999185,4,1.0,0.5,1,1.0
77,방범,0.7521582499999999,23,0.19047619047619047,0.08695652173913043,3,1.0
78,산미,0.9978406,5,1.0,0.0,2,1.0
79,의원면직,0.4181258333333333,8,0.75,0.0,2,0.6666666666666666
80,10,0.25999603106796115,18083,0.046155224950708014,0.38295636785931536,10,0.43478260869565216
81,탈취,0.7492520833333334,23,1.0,0.4782608695652174,3,0.6
82,프라이머리,0.848106857142857,8,1.0,0.125,4,0.8
83,소재산업,0.9995259999999999,3,1.0,0.3333333333333333,2,1.0
84,윤상현,0.6447717096774193,91,1.0,0.6593406593406593,4,0.8
85,부동산대학원,0.0,4,0.0,1.0,0,0.0
86,애플샵,0.999913,10,1.0,0.9,1,1.0
87,만료,0.9996556249999999,87,0.6666666666666666,0.1724137931034483,9,1.0
88,코믹댄스,0.9674849999999999,3,1.0,0.0,2,1.0
89,교체사업,0.504724,5,1.0,0.2,1,1.0
90,심도,0.5966944,56,1.0,0.6428571428571429,3,1.0
91,육성기관,0.0,12,0.0,1.0,0,0.0
92,선각자,0.607327,3,0.6666666666666666,0.0,2,1.0
93,입장자료,0.999605,8,1.0,0.0,1,1.0
94,소나무재선충병,0.44522255555555557,21,1.0,0.5714285714285714,2,0.6666666666666666
95,부녀사이,0.99883,5,0.2,0.0,1,1.0
96,혼잡시간대,0.0,3,0.0,1.0,0,0.0
97,과목별,0.99883,14,1.0,0.8571428571428571,1,1.0
98,찢기,0.999605,3,1.0,0.6666666666666666,1,1.0
99,전화,0.9545694739583331,1139,0.6894075403949731,0.5109745390693591,27,0.84375
100,익산시,0.874004125,16,0.8,0.375,4,0.8
101,국가발전,0.6285212499999999,19,0.23529411764705882,0.10526315789473684,2,1.0
102,조롱,0.8824195,27,0.8148148148148148,0.0,13,1.0
103,인사이드,0.33324000000000004,25,0.6,0.8,1,0.5
104,대법관,0.6726709545454544,96,1.0,0.5416666666666666,8,0.8888888888888888
105,건면,0.6663016666666667,3,1.0,0.0,2,0.6666666666666666
106,젯상,0.9995894999999999,4,1.0,0.0,4,1.0
107,좁히기,0.99883,3,1.0,0.6666666666666666,1,1.0
108,정책위원회,0.96874,5,0.5,0.2,2,1.0
109,아시아권,0.5756896,24,1.0,0.16666666666666666,5,0.7142857142857143
110,층수,0.4998025,8,1.0,0.5,1,0.5
111,좌우,0.9852697272727273,91,0.5714285714285714,0.15384615384615385,20,1.0
112,다람쥐들,0.6661233333333333,3,1.0,0.0,1,0.5
113,인계,0.9957724285714286,14,0.5833333333333334,0.14285714285714285,3,1.0
114,제언,0.9514821250000001,28,0.96,0.10714285714285714,6,1.0
115,구사,0.9872528666666667,48,0.6521739130434783,0.041666666666666664,8,1.0
116,반사적,0.999725,8,0.875,0.0,1,1.0
117,훈련교사들,0.999185,4,1.0,0.0,1,1.0
118,불발,0.9998558333333333,28,0.5217391304347826,0.17857142857142858,7,1.0
119,7800원,0.9983246666666666,8,1.0,0.25,2,1.0
120,오모스인터페이스,0.498667,3,1.0,0.3333333333333333,1,0.5
121,조종면허,0.999605,10,1.0,0.9,1,1.0
122,20개월,0.0,3,0.0,1.0,0,0.0
123,살균력,0.999185,7,1.0,0.0,1,1.0
124,용인율,0.33306166666666664,3,1.0,0.0,1,0.5
125,공감우체통,0.0,3,0.0,1.0,0,0.0
126,첨단연구단지,0.999605,3,1.0,0.3333333333333333,1,1.0
127,주민대상,0.0,3,0.0,1.0,0,0.0
128,운동회,0.8490223571428571,20,1.0,0.3,5,0.8333333333333334
129,994억원,0.8347246666666667,12,1.0,0.0,2,1.0
130,미래창조과학부,0.6137474592592592,302,0.9712230215827338,0.5397350993377483,5,0.8333333333333334
131,강력사건,0.7522154999999999,12,1.0,0.8333333333333334,2,1.0
132,고용동향,0.9378455000000001,8,1.0,0.0,2,1.0
133,노년기,0.999867,3,1.0,0.6666666666666666,1,1.0
134,위생,0.7747744545454545,99,0.1527777777777778,0.2727272727272727,3,1.0
135,중계방송,0.504724,3,0.5,0.3333333333333333,1,1.0
136,공모펀드,0.6664713333333333,5,0.75,0.2,1,0.5
137,대안교육,0.6695443333333332,11,0.6,0.5454545454545454,2,1.0
138,567,0.999867,15,0.1,0.3333333333333333,1,1.0
139,감사원,0.3205933018867924,70,0.9464285714285714,0.2,4,0.8
140,류승완,0.999913,34,1.0,0.9705882352941176,1,1.0
141,기준선,0.752292,7,1.0,0.42857142857142855,3,1.0
142,등록증,0.3009182,9,1.0,0.4444444444444444,2,0.6666666666666666
143,모독,0.9920210909090911,38,0.88,0.34210526315789475,8,1.0
144,8월,0.9712332611940298,1323,0.6584766584766585,0.6923658352229781,18,0.9473684210526315
145,3시,0.9938569024390245,279,0.27702702702702703,0.46953405017921146,10,1.0
146,꽃향유,0.6456201666666667,9,1.0,0.3333333333333333,3,0.75
147,정당지지,0.505755,8,0.375,0.0,1,1.0
148,4천800,0.951425,3,0.3333333333333333,0.0,1,1.0
149,건물주,0.9855325555555555,18,1.0,0.5,6,1.0
150,하나님,0.8691300454545454,72,0.9705882352941176,0.05555555555555555,8,0.8888888888888888
151,기본약관,0.0,3,0.0,1.0,0,0.0
152,구조활동,0.75227025,5,0.8,0.0,3,1.0
153,거동,0.9227193461538461,29,1.0,0.10344827586206896,2,0.6666666666666666
154,30만원씩,0.7522955,4,1.0,0.5,2,1.0
155,부처,0.9004539047619047,149,0.6702127659574468,0.3691275167785235,11,0.7857142857142857
156,구명,0.999725,13,0.1,0.23076923076923078,1,1.0
157,마스코트,0.999605,74,0.25,0.9459459459459459,1,1.0
158,아트센터,0.999803,11,1.0,0.5454545454545454,2,1.0
159,의료재단,0.9996703333333334,4,1.0,0.25,2,1.0
160,왜적,0.5838344999999999,7,0.8571428571428571,0.0,3,0.6
161,요일,0.9999335,8,0.3333333333333333,0.25,2,1.0
162,주물공장,0.999707,3,1.0,0.0,1,1.0
163,지부,0.8885112962962962,57,0.5094339622641509,0.07017543859649122,5,0.8333333333333334
164,아톰,0.999867,4,0.6666666666666666,0.25,1,1.0
165,컴퓨터소프트웨어학,0.9999129999999999,3,1.0,0.0,1,1.0
166,대응결의,0.999605,4,1.0,0.25,1,1.0
167,산학일체형,0.0,27,0.0,1.0,0,0.0
168,밀양분원,0.999185,3,1.0,0.6666666666666666,1,1.0
169,억지력,0.9069944375,21,1.0,0.23809523809523808,4,1.0
170,극찬,0.810841435483871,133,0.992,0.06015037593984962,10,0.9090909090909091
171,생생샵,0.8347856666666668,5,1.0,0.4,3,1.0
172,5백,0.8649318181818182,48,0.55,0.16666666666666666,1,0.5
173,상담회,0.7507706666666666,11,1.0,0.45454545454545453,4,0.8
174,취준생들,0.688051,11,1.0,0.2727272727272727,3,0.75
175,화물차량,0.9996798333333333,10,0.75,0.2,3,1.0
176,타이거자산운용,0.4999335,3,1.0,0.3333333333333333,1,0.5
177,집행이사회,0.99972,4,1.0,0.5,1,1.0
178,협조,0.9858922015503876,329,0.8486842105263158,0.07598784194528875,27,0.9642857142857143
179,밀입국,0.8174257727272728,36,0.9166666666666666,0.3333333333333333,7,0.875
180,허위보고,0.7188100000000001,7,1.0,0.42857142857142855,2,0.6666666666666666
181,국민참여경선,0.999185,6,0.5,0.6666666666666666,1,1.0
182,유니크함,0.8347490000000001,3,1.0,0.0,3,1.0
183,서울대입구역,0.9997109,23,1.0,0.13043478260869565,2,1.0
184,배상,0.7007093829787235,111,0.5222222222222223,0.1891891891891892,13,0.9285714285714286
185,백성,0.595734,57,0.5818181818181818,0.03508771929824561,6,0.75
186,304건,0.6037526,9,1.0,0.4444444444444444,2,1.0
187,총길,0.9109653999999999,5,1.0,0.0,2,1.0
188,공인인증체계,0.0,5,0.0,1.0,0,0.0
189,실사작업,0.62833925,4,1.0,0.0,2,1.0
190,배출원,0.999707,5,1.0,0.8,1,1.0
191,배우,0.5284268898305085,4545,0.5627980922098569,0.7232123212321232,35,0.5555555555555556
192,여행코스,0.9008390000000001,8,1.0,0.375,2,1.0
193,고용승계,0.998875945945946,49,1.0,0.24489795918367346,7,1.0
194,압수수색검증영장,0.0,6,0.0,1.0,0,0.0
195,40달러대,0.999867,3,1.0,0.0,1,1.0
196,낙담,0.9515237272727273,11,1.0,0.0,4,1.0
197,봉지은,0.6881102962962963,51,1.0,0.47058823529411764,2,1.0
198,말까지,0.41760366666666665,208,1.0,0.9711538461538461,3,0.6
199,구타,0.9892962777777777,20,1.0,0.1,5,1.0
200,01시45분,0.9997225000000001,3,1.0,0.3333333333333333,2,1.0
201,시행령,0.6520283666666666,83,0.967741935483871,0.6265060240963856,5,0.8333333333333334
202,자동제세동기,0.999605,7,1.0,0.8571428571428571,1,1.0
203,수순,0.834462138888889,46,0.9473684210526315,0.17391304347826086,8,1.0
204,원자력연구원,0.6671618666666667,17,1.0,0.11764705882352941,7,0.875
205,회사원,0.87503635,49,0.8,0.4897959183673469,6,0.8571428571428571
206,사칭,0.9875232903225807,37,0.9393939393939394,0.10810810810810811,5,1.0
207,연잎,0.7522245,6,0.6666666666666666,0.0,2,1.0
208,일본사,0.9996050000000001,22,0.625,0.6363636363636364,1,1.0
209,안호상,0.999185,5,1.0,0.8,1,1.0
210,화재현장,0.752222,3,1.0,0.3333333333333333,2,1.0
211,가격비교,0.997334,5,1.0,0.6,1,1.0
212,올가니카,0.9990226666666667,7,1.0,0.5714285714285714,2,1.0
213,조사팀,0.33310633333333334,6,1.0,0.5,1,0.5
214,의왕시,0.9331797999999999,79,0.9375,0.7974683544303798,2,0.6666666666666666
215,실학자,0.9992175,8,0.4,0.375,2,1.0
216,이미지투데,0.999185,8,1.0,0.0,1,1.0
217,지역개발운동,0.9991850000000001,3,1.0,0.0,1,1.0
218,24개월,0.7517769999999999,21,0.4,0.7619047619047619,2,1.0
219,청문회식,0.999725,6,1.0,0.3333333333333333,1,1.0
220,납치,0.9979692307692308,23,0.8666666666666667,0.34782608695652173,9,1.0
221,거듭,0.5258009010989011,622,0.4666666666666667,0.3729903536977492,27,0.9642857142857143
222,한국산업은행,0.9999129999999999,7,1.0,0.14285714285714285,1,1.0
223,제아무리,0.0,5,0.0,1.0,0,0.0
224,춘천고속도,0.99883,4,1.0,0.0,1,1.0
225,신선,0.9944258144329897,269,0.7729083665338645,0.06691449814126393,11,1.0
226,수준급,0.9995605000000001,10,1.0,0.6,4,1.0
227,연장선,0.9996381538461538,35,0.4482758620689655,0.17142857142857143,7,1.0
228,매각과정,0.74982025,4,1.0,0.0,2,0.6666666666666666
229,현장중심,0.999867,8,1.0,0.75,1,1.0
230,수서,0.99961,60,0.018867924528301886,0.11666666666666667,1,1.0
231,김치냉장고,0.6429405882352942,48,0.9444444444444444,0.625,5,0.8333333333333334
232,아버님,0.5007818,6,1.0,0.16666666666666666,3,0.75
233,디스크,0.8854674285714286,24,1.0,0.7083333333333334,6,1.0
234,6차례,0.999769,8,1.0,0.625,2,1.0
235,전기설비,0.999867,32,1.0,0.96875,1,1.0
236,세세,0.9986537674418605,46,0.9347826086956522,0.0,4,1.0
237,운항기록,0.504724,4,1.0,0.0,1,1.0
238,총기제조,0.99972,9,0.125,0.1111111111111111,1,1.0
239,추리,0.71262,11,0.6363636363636364,0.0,4,0.6666666666666666
240,시력교정,0.504724,5,0.2,0.0,1,1.0
241,건강유지,0.0,3,0.0,1.0,0,0.0
242,전부,0.509557625,445,0.11235955056179775,0.2,10,0.8333333333333334
243,비흡연자,0.7776730303030303,36,1.0,0.08333333333333333,3,0.75
244,8000원,0.9615678461538462,37,0.8666666666666667,0.5945945945945946,7,1.0
245,1조820억원,0.9997916363636363,12,1.0,0.08333333333333333,3,1.0
246,이리카페,0.9997706666666666,7,0.75,0.42857142857142855,3,1.0
247,철제,0.999605,53,0.16666666666666666,0.8867924528301887,1,1.0
248,종합보험,0.7527375000000001,8,0.25,0.0,2,1.0
249,반군,0.7545694307692309,130,0.7647058823529411,0.34615384615384615,8,0.8
250,누드사진가,1.0,4,1.0,0.5,1,1.0
251,신축성,0.9993063333333332,22,1.0,0.18181818181818182,2,1.0
252,사망진단서,0.999605,10,1.0,0.7,1,1.0
253,2만5천570건,0.9991850000000001,3,1.0,0.0,1,1.0
254,824,0.951425,11,0.1,0.09090909090909091,1,1.0
255,건축주,0.8570674285714286,10,0.7777777777777778,0.1,4,0.8
256,50지수,0.74970375,9,1.0,0.1111111111111111,1,0.5
257,1997년,0.9998937857142857,78,0.875,0.7948717948717948,5,1.0
258,단성사,0.5713505714285715,12,1.0,0.4166666666666667,3,0.75
259,우씨,0.4995335,6,1.0,0.0,3,0.75
260,8353명,0.9998669999999998,6,1.0,0.16666666666666666,1,1.0
261,블로거,0.9934667272727272,32,0.7857142857142857,0.5625,3,1.0
262,업체들,0.7507399620253163,243,0.9957983193277311,0.0205761316872428,16,0.9411764705882353
263,268,0.9514250000000001,28,0.4,0.10714285714285714,1,1.0
264,재정보,1.0,18,0.05555555555555555,0.0,1,1.0
265,만성,0.999725,86,0.03773584905660377,0.38372093023255816,1,1.0
266,코르뷔지에,0.7340443333333333,3,1.0,0.0,3,1.0
267,산불감시원,0.5015456666666667,4,1.0,0.25,2,0.6666666666666666
268,둔치,0.8350606666666667,5,1.0,0.4,3,1.0
269,자질론,0.752167,4,1.0,0.5,2,1.0
270,00시30분,0.999707,3,1.0,0.6666666666666666,1,1.0
271,카시트,0.9996833333333334,3,1.0,0.0,2,1.0
272,특성화고,0.9643142857142858,50,0.8235294117647058,0.66,2,1.0
273,아역,0.9996411249999999,32,0.5333333333333333,0.53125,4,1.0
274,작동원리,0.93776,3,1.0,0.6666666666666666,1,1.0
275,강수진,0.33330433333333337,17,1.0,0.8235294117647058,1,0.5
276,환경부,0.8346522765957446,186,0.9215686274509803,0.45161290322580644,6,0.8571428571428571
277,일각,0.9940628771929826,228,0.7633928571428571,0.017543859649122806,5,0.8333333333333334
278,뒤틀림,0.999185,3,1.0,0.6666666666666666,1,1.0
279,생활정치,0.93776,5,0.25,0.2,1,1.0
280,이전사업,0.4999565,4,1.0,0.5,1,0.5
281,작물,0.9377188750000001,40,0.2,0.0,6,1.0
282,재단기금,0.7519545,8,1.0,0.75,2,1.0
283,뉴욕상품거래소,0.999707,10,1.0,0.1,1,1.0
284,변호사법,0.9548958181818182,21,1.0,0.47619047619047616,2,1.0
285,5가혼합백신,0.999867,7,1.0,0.8571428571428571,1,1.0
286,소급적용,0.8166367272727274,19,0.7333333333333333,0.21052631578947367,8,0.8888888888888888
287,무능,0.968121972972973,65,0.8222222222222222,0.3076923076923077,10,0.9090909090909091
288,돌출,0.99986,10,0.3333333333333333,0.4,2,1.0
289,감전소자,0.0,3,0.0,1.0,0,0.0
290,뽀뽀,0.9089145652173913,42,0.5609756097560976,0.023809523809523808,9,0.9
291,보금자리주택지구,0.99883,5,1.0,0.8,1,1.0
292,세계대전,0.9994635384615385,29,1.0,0.5517241379310345,4,1.0
293,13시간,0.8348193333333332,3,1.0,0.0,2,1.0
294,배양장,0.999707,9,1.0,0.0,1,1.0
295,삼례역,0.999707,3,1.0,0.6666666666666666,1,1.0
296,정서적,0.999725,17,0.3333333333333333,0.6470588235294118,1,1.0
297,만회,0.9947491555555557,105,0.9278350515463918,0.0761904761904762,12,1.0
298,2개,0.8539370504201681,561,0.33903133903133903,0.37433155080213903,14,0.875
299,정정불안,0.9999129999999999,3,1.0,0.0,1,1.0
300,꼼짝,0.6474183,14,0.9090909090909091,0.21428571428571427,3,1.0
301,20분경,1.0,4,1.0,0.75,1,1.0
302,매립지,0.8228235454545453,15,0.9166666666666666,0.2,5,0.8333333333333334
303,매각이익,0.0,3,0.0,1.0,0,0.0
304,3억2000,0.6342833333333333,13,0.23076923076923078,0.0,1,0.5
305,재무구조,0.99790175,44,0.9411764705882353,0.6136363636363636,2,1.0
306,사업체크기,0.0,3,0.0,1.0,0,0.0
307,105조4000억원,0.999867,5,1.0,0.2,1,1.0
308,산책로,0.8787426666666666,38,0.967741935483871,0.18421052631578946,8,1.0
309,활화산,0.9995259999999999,4,1.0,0.5,2,1.0
310,이견차,0.9993466666666667,3,1.0,0.0,2,1.0
311,진보진영,0.666569,4,1.0,0.25,2,0.6666666666666666
312,특정토양오염,0.0,3,0.0,1.0,0,0.0
313,질환자,0.5619825,12,0.9090909090909091,0.08333333333333333,5,0.8333333333333334
314,1110호,0.74986,11,0.8,0.5454545454545454,2,0.6666666666666666
315,삼부건설공업,0.999818,10,1.0,0.7,2,1.0
316,기준서,0.6664416666666667,4,1.0,0.25,2,0.6666666666666666
317,1벌,0.7528775,7,0.6666666666666666,0.14285714285714285,2,1.0
318,서미현,0.999913,4,1.0,0.75,1,1.0
319,서울반도체,0.0,3,0.0,1.0,0,0.0
320,정준하,0.46888,4,1.0,0.5,1,0.5
321,저층,0.752222,9,0.4,0.4444444444444444,2,1.0
322,클라우제비츠,0.9986005,4,0.6666666666666666,0.25,2,1.0
323,시청률,0.6386682268907562,722,0.9130434782608695,0.4584487534626039,16,0.9411764705882353
324,영양,0.3763915666666667,270,0.26548672566371684,0.16296296296296298,6,0.5
325,주안점,0.504724,11,1.0,0.0,1,1.0
326,대표요리,0.0,4,0.0,1.0,0,0.0
327,15만명,0.9996396666666666,5,1.0,0.4,2,1.0
328,기숙학교,0.8460523076923077,18,0.8125,0.1111111111111111,6,0.75
329,폭격,0.37438759090909085,56,0.8979591836734694,0.125,7,0.5384615384615384
330,상촌회,0.6648893333333333,11,1.0,0.45454545454545453,1,0.5
331,괴한들,0.9996839999999999,3,1.0,0.0,3,1.0
332,씨등,0.3333333333333333,3,1.0,0.0,1,0.5
333,풍랑특보,0.498667,4,1.0,0.0,1,0.5
334,나체상,0.5014748333333333,9,1.0,0.3333333333333333,3,0.75
335,예비열차,0.929055,7,1.0,0.0,2,1.0
336,130여점,0.62847425,6,1.0,0.3333333333333333,2,1.0
337,중도,0.8886016666666667,341,0.03202846975088968,0.17595307917888564,2,0.6666666666666666
338,옥천매표소,0.999707,3,1.0,0.0,1,1.0
339,사업내용,0.37615925,6,1.0,0.3333333333333333,2,0.6666666666666666
340,오라동,0.999867,9,1.0,0.5555555555555556,1,1.0
341,체크리스트,0.99188875,10,1.0,0.2,3,1.0
342,컬투쇼,0.999818,118,1.0,0.9745762711864406,2,1.0
343,양폭,0.999707,6,0.6,0.16666666666666666,1,1.0
344,협력사들,0.7507216666666666,7,0.8571428571428571,0.0,3,0.75
345,자이언티,0.7049564285714286,30,1.0,0.3,3,0.75
346,인사담당자,0.5213175294117648,35,0.6538461538461539,0.2571428571428571,5,0.7142857142857143
347,물기,0.99903725,27,0.3076923076923077,0.037037037037037035,2,1.0
348,인수전,0.8179527272727274,20,1.0,0.45,1,0.5
349,149건,0.999867,3,1.0,0.6666666666666666,1,1.0
350,최희,0.997334,15,0.25,0.2,1,1.0
351,심부름,0.5754384285714285,8,0.875,0.0,2,1.0
352,활자,0.999605,7,0.6666666666666666,0.14285714285714285,1,1.0
353,서사,0.8328668333333334,24,0.5714285714285714,0.125,7,0.7777777777777778
354,1등공신,0.999185,5,1.0,0.0,1,1.0
355,정신,0.739271486692015,610,0.515686274509804,0.16393442622950818,22,0.9166666666666666
356,식립,0.8343646666666666,7,0.75,0.42857142857142855,2,1.0
357,기득권정치,0.99972,3,1.0,0.0,1,1.0
358,여유,0.9037298933333333,226,0.8241758241758241,0.19469026548672566,12,0.9230769230769231
359,성범죄자들,0.5872478333333333,7,1.0,0.14285714285714285,2,1.0
360,우도,0.8569108571428571,22,0.7777777777777778,0.5909090909090909,5,0.8333333333333334
361,학습방식,0.601775,5,1.0,0.0,3,0.75
362,추석연휴,0.9996625,4,0.6666666666666666,0.25,2,1.0
363,드림시큐리티,0.7182135000000001,6,1.0,0.3333333333333333,2,0.6666666666666666
364,유성국제여행사,0.93776,6,1.0,0.0,1,1.0
365,초판,0.9996396666666666,14,0.375,0.42857142857142855,2,1.0
366,기능조정,0.504724,17,0.23076923076923078,0.23529411764705882,1,1.0
367,기원,0.9415178965517242,126,0.8285714285714286,0.16666666666666666,14,1.0
368,국제연대,0.999867,3,1.0,0.3333333333333333,1,1.0
369,당황스러움,0.504724,12,1.0,0.0,1,1.0
370,비료창고,0.498667,9,1.0,0.5555555555555556,1,0.5
371,2008년,0.9999119638554217,317,0.9651162790697675,0.7287066246056783,10,1.0
372,선착,0.989933,149,0.006711409395973154,0.0,1,1.0
373,강행,0.9923915476190478,83,0.6666666666666666,0.24096385542168675,22,1.0
374,단세포,0.33324000000000004,23,0.5,0.7391304347826086,1,0.5
375,사위,0.81731614,70,0.8771929824561403,0.18571428571428572,14,0.875
376,민관연계협력사업,0.999867,3,1.0,0.0,1,1.0
377,조깅,0.5854805,10,1.0,0.4,2,1.0
378,게임전문,0.0,3,0.0,1.0,0,0.0
379,동결,0.9538643076923077,80,0.8387096774193549,0.225,19,1.0
380,금융계열사,0.9872088,16,0.8333333333333334,0.625,4,1.0
381,아동,0.8342793333333334,355,0.23954372623574144,0.2591549295774648,7,0.7777777777777778
382,융합산업,0.999867,4,0.3333333333333333,0.25,1,1.0
383,가학동,0.999913,22,1.0,0.6363636363636364,1,1.0
384,한국시문화회관,0.9991850000000001,5,1.0,0.4,1,1.0
385,6만여명,0.834723,3,1.0,0.0,3,1.0
386,적재법,0.7519545,4,1.0,0.5,2,1.0
387,생명보험,0.999707,22,0.0625,0.2727272727272727,1,1.0
388,갱년기,0.7997364,23,0.45454545454545453,0.5217391304347826,2,0.6666666666666666
389,산전검진,0.752222,4,0.5,0.0,2,1.0
390,제주발전,0.504724,9,0.125,0.1111111111111111,1,1.0
391,마진거래,0.0,8,0.0,1.0,0,0.0
392,요금소,0.9996625,10,1.0,0.6,2,1.0
393,민간은행,0.99972975,4,1.0,0.0,3,1.0
394,파우더룸,0.9996703333333334,7,1.0,0.5714285714285714,2,1.0
395,일대,0.9029005843621398,706,0.9101123595505618,0.24362606232294617,14,0.7777777777777778
396,전고문,0.9995259999999999,3,1.0,0.3333333333333333,2,1.0
397,1000개,0.9987467777777778,18,0.9,0.4444444444444444,5,1.0
398,농성,0.6105554285714285,87,0.9130434782608695,0.47126436781609193,7,0.875
399,분화구,0.7380713333333334,6,1.0,0.5,3,1.0
400,이봉훈씨,0.8315338333333333,6,1.0,0.0,2,0.6666666666666666
401,신동호,0.999867,20,0.6153846153846154,0.35,1,1.0
402,계기판,0.9997935,4,1.0,0.5,2,1.0
403,재정보조율,0.504724,4,1.0,0.0,1,1.0
404,테러리스트,0.8581788333333332,27,0.3333333333333333,0.3333333333333333,6,1.0
405,김시,0.27271518181818183,36,0.3055555555555556,0.0,3,0.5
